cycle,exp_prices,exp_qtities,cycle2,acc_prices,acc_qtities
20825,,,20825,,
20826,,,20826,,
20827,,,20827,,
20828,,,20828,,
20829,88.77|91.62,4|1,20829,88.77|91.62,4|1
20830,91.62,31,20830,91.62,31
20831,93.48|97.07,1|39,20831,,
20832,,,20832,93.48|97.07,1|8
20833,97.07|99.45,4|5,20833,97.07,9
20834,,,20834,97.07|99.45|99.91,26|10|4
20835,99.45,2,20835,99.91,2
20836,,,20836,,
20837,,,20837,,
20838,,,20838,99.01,11
20839,99.01,11,20839,,
20840,99.01,8,20840,99.01,8
20841,,,20841,,
20842,99.01,9,20842,99.01,9
20843,,,20843,,
20844,,,20844,,
20845,,,20845,,
20846,,,20846,,
20847,93.67|98.3|98.95,2|1|2,20847,93.67|98.3|98.95,2|1|2
20848,98.95,80,20848,98.95,80
20849,,,20849,,
20850,,,20850,,
20851,,,20851,,
20852,95.16|98.95,3|2,20852,95.16|98.95,3|2
20853,,,20853,,
20854,98.95|99.01,6|25,20854,98.95|99.01,6|25
20855,,,20855,,
20856,,,20856,,
20857,,,20857,,
20858,,,20858,,
20859,,,20859,,
20860,,,20860,,
20861,,,20861,,
20862,,,20862,,
20863,,,20863,,
20864,,,20864,,
20865,,,20865,,
20866,86.32,4,20866,,
20867,,,20867,,
20868,,,20868,,
20869,,,20869,,
20870,,,20870,79,14
20871,79,14,20871,,
20872,79,4,20872,79,4
20873,,,20873,,
20874,79,19,20874,79|86.32,19|4
20875,,,20875,,
20876,97.65,3,20876,97.65,3
20877,97.65,2,20877,97.65,2
20878,97.65,3,20878,97.65,3
20879,97.65|98.25|99.45|99.91|100.06,56|7|3|8|19,20879,97.65|98.25|99.91|100.06,56|7|2|28
20880,,,20880,,
20881,,,20881,,
20882,,,20882,,
20883,,,20883,,
20884,97.41|100.06,14|12,20884,97.41|100.06,14|12
20885,,,20885,,
20886,,,20886,,
20887,,,20887,,
20888,86.15,1,20888,86.15,1
20889,,,20889,,
20890,,,20890,,
20891,,,20891,,
20892,,,20892,,
20893,,,20893,,
20894,,,20894,,
20895,,,20895,79.99,1
20896,79.99,1,20896,79.99,2
20897,79.99,2,20897,,
20898,,,20898,,
20899,79.99,4,20899,79.99,4
20900,79.99|90.42|90.71|92.63,13|1|6|10,20900,79.99|90.42|90.71|92.63,13|1|6|10
20901,,,20901,,
20902,,,20902,,
20903,,,20903,,
20904,,,20904,,
20905,92.63|98.6,60|17,20905,92.63|98.6,60|17
20906,,,20906,,
20907,,,20907,,
20908,,,20908,,
20909,,,20909,,
20910,,,20910,,
20911,,,20911,,
20912,,,20912,,
20913,91.1|92.84,5|3,20913,91.1|92.84,5|3
20914,92.84,3,20914,92.84,3
20915,,,20915,,
20916,,,20916,,
20917,98.6,5,20917,98.6,5
20918,,,20918,,
20919,,,20919,,
20920,,,20920,,
20921,,,20921,,
20922,,,20922,,
20923,87.89,7,20923,87.89,7
20924,87.89|92.71|98.6,3|10|25,20924,87.89|92.71|98.6,3|10|25
20925,98.6,1,20925,98.6,1
20926,,,20926,,
20927,98.6|99.91,3|2,20927,,
20928,,,20928,98.12|98.6|99.91,9|3|1
20929,98.12|99.91,9|4,20929,,
20930,,,20930,74.99,5
20931,74.99|99.91,7|6,20931,74.99|99.91,2|11
20932,,,20932,,
20933,,,20933,,
20934,,,20934,,
20935,,,20935,,
20936,,,20936,,
20937,,,20937,,
20938,,,20938,,
20939,,,20939,,
20940,,,20940,,
20941,,,20941,,
20942,91.33,71,20942,91.33,71
20943,,,20943,,
20944,,,20944,,
20945,,,20945,,
20946,,,20946,,
20947,89.66,5,20947,89.66,5
20948,,,20948,,
20949,89.66,1,20949,89.66,1
20950,,,20950,,
20951,89.66,67,20951,89.66,67
20952,,,20952,,
20953,,,20953,,
20954,,,20954,,
20955,,,20955,,
